,apollo-relay,"Apollo\ Relay\ Port",10252,N
,apollo-relay,"Apollo\ Relay\ Port",10252,N
,axis-wimp-port,"Axis\ WIMP\ Port",10260,N
,axis-wimp-port,"Axis\ WIMP\ Port",10260,N
,blocks,Blocks,10288,N
,blocks,Blocks,10288,N
,cosir,"Computer\ Op\ System\ Information\ Report",10321,N
,MOS-lower,"MOS\ Media\ Object\ Metadata\ Port",10540,N
,MOS-lower,"MOS\ Media\ Object\ Metadata\ Port",10540,N
,MOS-upper,"MOS\ Running\ Order\ Port",10541,N
,MOS-upper,"MOS\ Running\ Order\ Port",10541,N
,MOS-aux,"MOS\ Low\ Priority\ Port",10542,N
,MOS-aux,"MOS\ Low\ Priority\ Port",10542,N
,MOS-soap,"MOS\ SOAP\ Default\ Port",10543,N
,MOS-soap,"MOS\ SOAP\ Default\ Port",10543,N
,MOS-soap-opt,"MOS\ SOAP\ Optional\ Port",10544,N
,MOS-soap-opt,"MOS\ SOAP\ Optional\ Port",10544,N
,gap,"Gestor\ de\ Acaparamiento\ para\ Pocket\ PCs",10800,N
,gap,"Gestor\ de\ Acaparamiento\ para\ Pocket\ PCs",10800,N
,lpdg,"LUCIA\ Pareja\ Data\ Group",10805,N
,lpdg,"LUCIA\ Pareja\ Data\ Group",10805,N
,helix,"Helix\ ClientServer",10860,N
,helix,"Helix\ ClientServer",10860,N
,rmiaux,"Auxiliary\ RMI\ Port",10990,N
,rmiaux,"Auxiliary\ RMI\ Port",10990,N
,irisa,IRISA,11000,N
,irisa,IRISA,11000,N
,metasys,Metasys,11001,N
,metasys,Metasys,11001,N
,sgi-lk,"SGI\ LK\ Licensing\ service",11106,N
,sgi-lk,"SGI\ LK\ Licensing\ service",11106,N
,vce,"Viral\ Computing\ Environment\ VCE",11111,N
,vce,"Viral\ Computing\ Environment\ VCE",11111,N
,dicom,DICOM,11112,N
,dicom,DICOM,11112,N
,suncacao-snmp,"sun\ cacao\ snmp\ access\ point",11161,N
,suncacao-snmp,"sun\ cacao\ snmp\ access\ point",11161,N
,suncacao-jmxmp,"sun\ cacao\ JMX\-remoting\ access\ point",11162,N
,suncacao-jmxmp,"sun\ cacao\ JMX\-remoting\ access\ point",11162,N
,suncacao-rmi,"sun\ cacao\ rmi\ registry\ access\ point",11163,N
,suncacao-rmi,"sun\ cacao\ rmi\ registry\ access\ point",11163,N
,suncacao-csa,"sun\ cacao\ command\-streaming\ access\ point",11164,N
,suncacao-csa,"sun\ cacao\ command\-streaming\ access\ point",11164,N
,suncacao-websvc,"sun\ cacao\ web\ service\ access\ point",11165,N
,suncacao-websvc,"sun\ cacao\ web\ service\ access\ point",11165,N
,smsqp,smsqp,11201,N
,smsqp,smsqp,11201,N
,wifree,"WiFree\ Service",11208,N
,wifree,"WiFree\ Service",11208,N
,memcache,"Memory\ cache\ service",11211,N
,memcache,"Memory\ cache\ service",11211,N
,imip,IMIP,11319,N
,imip,IMIP,11319,N
,imip-channels,"IMIP\ Channels\ Port",11320,N
,imip-channels,"IMIP\ Channels\ Port",11320,N
,arena-server,"Arena\ Server\ Listen",11321,N
,arena-server,"Arena\ Server\ Listen",11321,N
,atm-uhas,"ATM\ UHAS",11367,N
,atm-uhas,"ATM\ UHAS",11367,N
,hkp,"OpenPGP\ HTTP\ Keyserver",11371,N
,hkp,"OpenPGP\ HTTP\ Keyserver",11371,N
,tempest-port,"Tempest\ Protocol\ Port",11600,N
,tempest-port,"Tempest\ Protocol\ Port",11600,N
,h323callsigalt,"h323\ Call\ Signal\ Alternate",11720,N
,h323callsigalt,"h323\ Call\ Signal\ Alternate",11720,N
,intrepid-ssl,"Intrepid\ SSL",11751,N
,intrepid-ssl,"Intrepid\ SSL",11751,N
,sysinfo-sp,"SysInfo\ Service\ Protocol",11967,N
,sysinfo-sp,"SysInfo\ Sercice\ Protocol",11967,N
,entextxid,"IBM\ Enterprise\ Extender\ SNA\ XID\ Exchange",12000,N
,entextxid,"IBM\ Enterprise\ Extender\ SNA\ XID\ Exchange",12000,N
,entextnetwk,"IBM\ Enterprise\ Extender\ SNA\ COS\ Network\ Priority",12001,N
,entextnetwk,"IBM\ Enterprise\ Extender\ SNA\ COS\ Network\ Priority",12001,N
,entexthigh,"IBM\ Enterprise\ Extender\ SNA\ COS\ High\ Priority",12002,N
,entexthigh,"IBM\ Enterprise\ Extender\ SNA\ COS\ High\ Priority",12002,N
,entextmed,"IBM\ Enterprise\ Extender\ SNA\ COS\ Medium\ Priority",12003,N
,entextmed,"IBM\ Enterprise\ Extender\ SNA\ COS\ Medium\ Priority",12003,N
,entextlow,"IBM\ Enterprise\ Extender\ SNA\ COS\ Low\ Priority",12004,N
,entextlow,"IBM\ Enterprise\ Extender\ SNA\ COS\ Low\ Priority",12004,N
,dbisamserver1,"DBISAM\ Database\ Server\ \-\ Regular",12005,N
,dbisamserver1,"DBISAM\ Database\ Server\ \-\ Regular",12005,N
,dbisamserver2,"DBISAM\ Database\ Server\ \-\ Admin",12006,N
,dbisamserver2,"DBISAM\ Database\ Server\ \-\ Admin",12006,N
,accuracer,"Accuracer\ Database\ System\ \ Server",12007,N
,accuracer,"Accuracer\ Database\ System\ \ Server",12007,N
,accuracer-dbms,"Accuracer\ Database\ System\ \ Admin",12008,N
,accuracer-dbms,"Accuracer\ Database\ System\ \ Admin",12008,N
,edbsrvr,"ElevateDB\ Server",12010,N
,vipera,"Vipera\ Messaging\ Service",12012,N
,vipera,"Vipera\ Messaging\ Service",12012,N
,vipera-ssl,"Vipera\ Messaging\ Service\ over\ SSL\ Communication",12013,N
,vipera-ssl,"Vipera\ Messaging\ Service\ over\ SSL\ Communication",12013,N
,rets-ssl,"RETS\ over\ SSL",12109,N
,rets-ssl,"RETS\ over\ SSL",12109,N
,nupaper-ss,"NuPaper\ Session\ Service",12121,N
,nupaper-ss,"NuPaper\ Session\ Service",12121,N
,cawas,"CA\ Web\ Access\ Service",12168,N
,cawas,"CA\ Web\ Access\ Service",12168,N
,hivep,HiveP,12172,N
,hivep,HiveP,12172,N
,linogridengine,"LinoGrid\ Engine",12300,N
,linogridengine,"LinoGrid\ Engine",12300,N
,warehouse-sss,"Warehouse\ Monitoring\ Syst\ SSS",12321,N
,warehouse-sss,"Warehouse\ Monitoring\ Syst\ SSS",12321,N
,warehouse,"Warehouse\ Monitoring\ Syst",12322,N
,warehouse,"Warehouse\ Monitoring\ Syst",12322,N
,italk,"Italk\ Chat\ System",12345,N
,italk,"Italk\ Chat\ System",12345,N
,tsaf,"tsaf\ port",12753,N
,tsaf,"tsaf\ port",12753,N
,i-zipqd,I\-ZIPQD,13160,N
,i-zipqd,I\-ZIPQD,13160,N
,bcslogc,"Black\ Crow\ Software\ application\ logging",13216,N
,bcslogc,"Black\ Crow\ Software\ application\ logging",13216,N
,rs-pias,"RS\ Proxy\ Installation\ Assistant\ Service",13217,N
,rs-pias,"RS\ Proxy\ Installation\ Assistant\ Service",13217,N
,emc-vcas-tcp,"EMC\ Virtual\ CAS\ Service",13218,N
,emc-vcas-udp,"EMV\ Virtual\ CAS\ Service\ Discovery",13218,N
,powwow-client,"PowWow\ Client",13223,N
,powwow-client,"PowWow\ Client",13223,N
,powwow-server,"PowWow\ Server",13224,N
,powwow-server,"PowWow\ Server",13224,N
,bprd,"BPRD\ Protocol\ VERITAS\ NetBackup",13720,N
,bprd,"BPRD\ Protocol\ VERITAS\ NetBackup",13720,N
,bpdbm,"BPDBM\ Protocol\ VERITAS\ NetBackup",13721,N
,bpdbm,"BPDBM\ Protocol\ VERITAS\ NetBackup",13721,N
,bpjava-msvc,"BP\ Java\ MSVC\ Protocol",13722,N
,bpjava-msvc,"BP\ Java\ MSVC\ Protocol",13722,N
,vnetd,"Veritas\ Network\ Utility",13724,N
,vnetd,"Veritas\ Network\ Utility",13724,N
,bpcd,"VERITAS\ NetBackup",13782,N
,bpcd,"VERITAS\ NetBackup",13782,N
,vopied,"VOPIED\ Protocol",13783,N
,vopied,"VOPIED\ Protocol",13783,N
,nbdb,"NetBackup\ Database",13785,N
,nbdb,"NetBackup\ Database",13785,N
,nomdb,Veritas\-nomdb,13786,N
,nomdb,Veritas\-nomdb,13786,N
,dsmcc-config,"DSMCC\ Config",13818,N
,dsmcc-config,"DSMCC\ Config",13818,N
,dsmcc-session,"DSMCC\ Session\ Messages",13819,N
,dsmcc-session,"DSMCC\ Session\ Messages",13819,N
,dsmcc-passthru,"DSMCC\ Pass\-Thru\ Messages",13820,N
,dsmcc-passthru,"DSMCC\ Pass\-Thru\ Messages",13820,N
,dsmcc-download,"DSMCC\ Download\ Protocol",13821,N
,dsmcc-download,"DSMCC\ Download\ Protocol",13821,N
,dsmcc-ccp,"DSMCC\ Channel\ Change\ Protocol",13822,N
,dsmcc-ccp,"DSMCC\ Channel\ Change\ Protocol",13822,N
,dta-systems,"D\-TA\ SYSTEMS",13929,N
,dta-systems,"D\-TA\ SYSTEMS",13929,N
,medevolve,"MedEvolve\ Port\ Requester",13930,N
,scotty-ft,"SCOTTY\ High\-Speed\ Filetransfer",14000,N
,scotty-ft,"SCOTTY\ High\-Speed\ Filetransfer",14000,N
,sua,SUA,14001,N
,sua,"De\-Registered\ 2001\ June\ 06",14001,N
,sage-best-com1,"sage\ Best\ Config\ Server\ 1",14033,N
,sage-best-com1,"sage\ Best\ Config\ Server\ 1",14033,N
,sage-best-com2,"sage\ Best\ Config\ Server\ 2",14034,N
,sage-best-com2,"sage\ Best\ Config\ Server\ 2",14034,N
,vcs-app,"VCS\ Application",14141,N
,vcs-app,"VCS\ Application",14141,N
,icpp,"IceWall\ Cert\ Protocol",14142,N
,icpp,"IceWall\ Cert\ Protocol",14142,N
,gcm-app,"GCM\ Application",14145,N
,gcm-app,"GCM\ Application",14145,N
,vrts-tdd,"Veritas\ Traffic\ Director",14149,N
,vrts-tdd,"Veritas\ Traffic\ Director",14149,N
,vcscmd,"Veritas\ Cluster\ Server\ Command\ Server",14150,N
,vad,"Veritas\ Application\ Director",14154,N
,vad,"Veritas\ Application\ Director",14154,N
,cps,"Fencing\ Server",14250,N
,cps,"Fencing\ Server",14250,N
,ca-web-update,"CA\ eTrust\ Web\ Update\ Service",14414,N
,ca-web-update,"CA\ eTrust\ Web\ Update\ Service",14414,N
,hde-lcesrvr-1,hde\-lcesrvr\-1,14936,N
,hde-lcesrvr-1,hde\-lcesrvr\-1,14936,N
,hde-lcesrvr-2,hde\-lcesrvr\-2,14937,N
,hde-lcesrvr-2,hde\-lcesrvr\-2,14937,N
,hydap,"Hypack\ Data\ Aquisition",15000,N
,hydap,"Hypack\ Data\ Aquisition",15000,N
,xpilot,"XPilot\ Contact\ Port",15345,N
,xpilot,"XPilot\ Contact\ Port",15345,N
,3link,"3Link\ Negotiation",15363,N
,3link,"3Link\ Negotiation",15363,N
,cisco-snat,"Cisco\ Stateful\ NAT",15555,N
,cisco-snat,"Cisco\ Stateful\ NAT",15555,N
,bex-xr,"Backup\ Express\ Restore\ Server",15660,N
,bex-xr,"Backup\ Express\ Restore\ Server",15660,N
,ptp,"Picture\ Transfer\ Protocol",15740,N
,ptp,"Picture\ Transfer\ Protocol",15740,N
,sun-sea-port,"Solaris\ SEA\ Port",16161,N
,sun-sea-port,"Solaris\ SEA\ Port",16161,N
,solaris-audit,"Solaris\ Audit\ \-\ secure\ remote\ audit\ log",16162,N
,etb4j,etb4j,16309,N
,etb4j,etb4j,16309,N
,pduncs,"Policy\ Distribute\ Update\ Notification",16310,N
,pduncs,"Policy\ Distribute\ Update\ Notification",16310,N
,pdefmns,"Policy\ definition\ and\ update\ management",16311,N
,pdefmns,"Policy\ definition\ and\ update\ management",16311,N
,netserialext1,"Network\ Serial\ Extension\ Ports\ One",16360,N
,netserialext1,"Network\ Serial\ Extension\ Ports\ One",16360,N
,netserialext2,"Network\ Serial\ Extension\ Ports\ Two",16361,N
,netserialext2,"Network\ Serial\ Extension\ Ports\ Two",16361,N
,netserialext3,"Network\ Serial\ Extension\ Ports\ Three",16367,N
,netserialext3,"Network\ Serial\ Extension\ Ports\ Three",16367,N
,netserialext4,"Network\ Serial\ Extension\ Ports\ Four",16368,N
,netserialext4,"Network\ Serial\ Extension\ Ports\ Four",16368,N
,connected,"Connected\ Corp",16384,N
,connected,"Connected\ Corp",16384,N
,xoms,"X509\ Objects\ Management\ Service",16619,N
,newbay-snc-mc,"Newbay\ Mobile\ Client\ Update\ Service",16900,N
,newbay-snc-mc,"Newbay\ Mobile\ Client\ Update\ Service",16900,N
,sgcip,"Simple\ Generic\ Client\ Interface\ Protocol",16950,N
,sgcip,"Simple\ Generic\ Client\ Interface\ Protocol",16950,N
,intel-rci-mp,INTEL\-RCI\-MP,16991,N
,intel-rci-mp,INTEL\-RCI\-MP,16991,N
,amt-soap-http,"IntelR\ AMT\ SOAPHTTP",16992,N
,amt-soap-http,"IntelR\ AMT\ SOAPHTTP",16992,N
,amt-soap-https,"IntelR\ AMT\ SOAPHTTPS",16993,N
,amt-soap-https,"IntelR\ AMT\ SOAPHTTPS",16993,N
,amt-redir-tcp,"IntelR\ AMT\ RedirectionTCP",16994,N
,amt-redir-tcp,"IntelR\ AMT\ RedirectionTCP",16994,N
,amt-redir-tls,"IntelR\ AMT\ RedirectionTLS",16995,N
,amt-redir-tls,"IntelR\ AMT\ RedirectionTLS",16995,N
,isode-dua,,17007,N
,isode-dua,,17007,N
,soundsvirtual,"Sounds\ Virtual",17185,N
,soundsvirtual,"Sounds\ Virtual",17185,N
,chipper,Chipper,17219,N
,chipper,Chipper,17219,N
,ssh-mgmt,"SSH\ Tectia\ Manager",17235,N
,ssh-mgmt,"SSH\ Tectia\ Manager",17235,N
,ea,"Eclipse\ Aviation",17729,N
,ea,"Eclipse\ Aviation",17729,N
,zep,"Encap\ ZigBee\ Packets",17754,N
,zep,"Encap\ ZigBee\ Packets",17754,N
,zigbee-ip,"ZigBee\ IP\ Transport\ Service",17755,N
,zigbee-ip,"ZigBee\ IP\ Transport\ Service",17755,N
,zigbee-ips,"ZigBee\ IP\ Transport\ Secure\ Service",17756,N
,zigbee-ips,"ZigBee\ IP\ Transport\ Secure\ Service",17756,N
,sw-orion,"SolarWinds\ Orion",17777,N
,biimenu,"Beckman\ Instruments\ Inc",18000,N
,biimenu,"Beckman\ Instruments\ Inc",18000,N
,opsec-cvp,"OPSEC\ CVP",18181,N
,opsec-cvp,"OPSEC\ CVP",18181,N
,opsec-ufp,"OPSEC\ UFP",18182,N
,opsec-ufp,"OPSEC\ UFP",18182,N
,opsec-sam,"OPSEC\ SAM",18183,N
,opsec-sam,"OPSEC\ SAM",18183,N
,opsec-lea,"OPSEC\ LEA",18184,N
,opsec-lea,"OPSEC\ LEA",18184,N
,opsec-omi,"OPSEC\ OMI",18185,N
,opsec-omi,"OPSEC\ OMI",18185,N
,ohsc,"Occupational\ Health\ SC",18186,N
,ohsc,"Occupational\ Health\ Sc",18186,N
,opsec-ela,"OPSEC\ ELA",18187,N
,opsec-ela,"OPSEC\ ELA",18187,N
,checkpoint-rtm,"Check\ Point\ RTM",18241,N
,checkpoint-rtm,"Check\ Point\ RTM",18241,N
,gv-pf,"GV\ NetConfig\ Service",18262,N
,gv-pf,"GV\ NetConfig\ Service",18262,N
,ac-cluster,"AC\ Cluster",18463,N
,ac-cluster,"AC\ Cluster",18463,N
,rds-ib,"Reliable\ Datagram\ Service",18634,N
,rds-ib,"Reliable\ Datagram\ Service",18634,N
,rds-ip,"Reliable\ Datagram\ Service\ over\ IP",18635,N
,rds-ip,"Reliable\ Datagram\ Service\ over\ IP",18635,N
,ique,"IQue\ Protocol",18769,N
,ique,"IQue\ Protocol",18769,N
,infotos,Infotos,18881,N
,infotos,Infotos,18881,N
,apc-necmp,APCNECMP,18888,N
,apc-necmp,APCNECMP,18888,N
,igrid,"iGrid\ Server",19000,N
,igrid,"iGrid\ Server",19000,N
,j-link,"J\-Link\ TCPIP\ Protocol",19020,N
,opsec-uaa,"OPSEC\ UAA",19191,N
,opsec-uaa,"OPSEC\ UAA",19191,N
,ua-secureagent,"UserAuthority\ SecureAgent",19194,N
,ua-secureagent,"UserAuthority\ SecureAgent",19194,N
,keysrvr,"Key\ Server\ for\ SASSAFRAS",19283,N
,keysrvr,"Key\ Server\ for\ SASSAFRAS",19283,N
,keyshadow,"Key\ Shadow\ for\ SASSAFRAS",19315,N
,keyshadow,"Key\ Shadow\ for\ SASSAFRAS",19315,N
,mtrgtrans,mtrgtrans,19398,N
,mtrgtrans,mtrgtrans,19398,N
,hp-sco,hp\-sco,19410,N
,hp-sco,hp\-sco,19410,N
,hp-sca,hp\-sca,19411,N
,hp-sca,hp\-sca,19411,N
,hp-sessmon,HP\-SESSMON,19412,N
,hp-sessmon,HP\-SESSMON,19412,N
,fxuptp,FXUPTP,19539,N
,fxuptp,FXUPTP,19539,N
,sxuptp,SXUPTP,19540,N
,sxuptp,SXUPTP,19540,N
,jcp,"JCP\ Client",19541,N
,jcp,"JCP\ Client",19541,N
,dnp-sec,"Distributed\ Network\ Protocol\ \-\ Secure",19999,N
,dnp-sec,"Distributed\ Network\ Protocol\ \-\ Secure",19999,N
,dnp,DNP,20000,N
,dnp,DNP,20000,N
,microsan,MicroSAN,20001,N
,microsan,MicroSAN,20001,N
,commtact-http,"Commtact\ HTTP",20002,N
,commtact-http,"Commtact\ HTTP",20002,N
,commtact-https,"Commtact\ HTTPS",20003,N
,commtact-https,"Commtact\ HTTPS",20003,N
,openwebnet,"OpenWebNet\ protocol\ for\ electric\ network",20005,N
,openwebnet,"OpenWebNet\ protocol\ for\ electric\ network",20005,N
,opendeploy,"OpenDeploy\ Listener",20014,N
,opendeploy,"OpenDeploy\ Listener",20014,N
,nburn_id,"NetBurner\ ID\ Port",20034,N
,nburn_id,"NetBurner\ ID\ Port",20034,N
,tmophl7mts,"TMOP\ HL7\ Message\ Transfer\ Service",20046,N
,tmophl7mts,"TMOP\ HL7\ Message\ Transfer\ Service",20046,N
,nfsrdma,"Network\ File\ System\ NFS\ over\ RDMA",20049,N
,nfsrdma,"Network\ File\ System\ NFS\ over\ RDMA",20049,N
,tolfab,"TOLfab\ Data\ Change",20167,N
,tolfab,"TOLfab\ Data\ Change",20167,N
,ipdtp-port,"IPD\ Tunneling\ Port",20202,N
,ipdtp-port,"IPD\ Tunneling\ Port",20202,N
,ipulse-ics,iPulse\-ICS,20222,N
,ipulse-ics,iPulse\-ICS,20222,N
,emwavemsg,"emWave\ Message\ Service",20480,N
,emwavemsg,"emWave\ Message\ Service",20480,N
,track,Track,20670,N
,track,Track,20670,N
,athand-mmp,"At\ Hand\ MMP",20999,N
,athand-mmp,"AT\ Hand\ MMP",20999,N
,irtrans,"IRTrans\ Control",21000,N
,irtrans,"IRTrans\ Control",21000,N
,dfserver,"MineScape\ Design\ File\ Server",21554,N
,dfserver,"MineScape\ Design\ File\ Server",21554,N
,vofr-gateway,"VoFR\ Gateway",21590,N
,vofr-gateway,"VoFR\ Gateway",21590,N
,tvpm,"TVNC\ Pro\ Multiplexing",21800,N
,tvpm,"TVNC\ Pro\ Multiplexing",21800,N
,webphone,webphone,21845,N
,webphone,webphone,21845,N
,netspeak-is,"NetSpeak\ Corp\ Directory\ Services",21846,N
,netspeak-is,"NetSpeak\ Corp\ Directory\ Services",21846,N
,netspeak-cs,"NetSpeak\ Corp\ Connection\ Services",21847,N
,netspeak-cs,"NetSpeak\ Corp\ Connection\ Services",21847,N
,netspeak-acd,"NetSpeak\ Corp\ Automatic\ Call\ Distribution",21848,N
,netspeak-acd,"NetSpeak\ Corp\ Automatic\ Call\ Distribution",21848,N
,netspeak-cps,"NetSpeak\ Corp\ Credit\ Processing\ System",21849,N
,netspeak-cps,"NetSpeak\ Corp\ Credit\ Processing\ System",21849,N
,snapenetio,SNAPenetIO,22000,N
,snapenetio,SNAPenetIO,22000,N
,optocontrol,OptoControl,22001,N
,optocontrol,OptoControl,22001,N
,optohost002,"Opto\ Host\ Port\ 2",22002,N
,optohost002,"Opto\ Host\ Port\ 2",22002,N
,optohost003,"Opto\ Host\ Port\ 3",22003,N
,optohost003,"Opto\ Host\ Port\ 3",22003,N
,optohost004,"Opto\ Host\ Port\ 4",22004,N
,optohost004,"Opto\ Host\ Port\ 4",22004,N
,optohost004,"Opto\ Host\ Port\ 5",22005,N
,optohost004,"Opto\ Host\ Port\ 5",22005,N
,dcap,"dCache\ Access\ Protocol",22125,N
,gsidcap,"GSI\ dCache\ Access\ Protocol",22128,N
,wnn6,wnn6,22273,N
,wnn6,wnn6,22273,N
,cis,"CompactIS\ Tunnel",22305,N
,cis,"CompactIS\ Tunnel",22305,N
,cis-secure,"CompactIS\ Secure\ Tunnel",22343,N
,cis-secure,"CompactIS\ Secure\ Tunnel",22343,N
,WibuKey,"WibuKey\ Standard\ WkLan",22347,N
,WibuKey,"WibuKey\ Standard\ WkLan",22347,N
,CodeMeter,"CodeMeter\ Standard",22350,N
,CodeMeter,"CodeMeter\ Standard",22350,N
,vocaltec-wconf,"Vocaltec\ Web\ Conference",22555,N
,vocaltec-phone,"Vocaltec\ Internet\ Phone",22555,N
,talikaserver,"Talika\ Main\ Server",22763,N
,talikaserver,"Talika\ Main\ Server",22763,N
,aws-brf,"Telerate\ Information\ Platform\ LAN",22800,N
,aws-brf,"Telerate\ Information\ Platform\ LAN",22800,N
,brf-gw,"Telerate\ Information\ Platform\ WAN",22951,N
,brf-gw,"Telerate\ Information\ Platform\ WAN",22951,N
,inovaport1,"Inova\ LightLink\ Server\ Type\ 1",23000,N
,inovaport1,"Inova\ LightLink\ Server\ Type\ 1",23000,N
,inovaport2,"Inova\ LightLink\ Server\ Type\ 2",23001,N
,inovaport2,"Inova\ LightLink\ Server\ Type\ 2",23001,N
,inovaport3,"Inova\ LightLink\ Server\ Type\ 3",23002,N
,inovaport3,"Inova\ LightLink\ Server\ Type\ 3",23002,N
,inovaport4,"Inova\ LightLink\ Server\ Type\ 4",23003,N
,inovaport4,"Inova\ LightLink\ Server\ Type\ 4",23003,N
,inovaport5,"Inova\ LightLink\ Server\ Type\ 5",23004,N
,inovaport5,"Inova\ LightLink\ Server\ Type\ 5",23004,N
,inovaport6,"Inova\ LightLink\ Server\ Type\ 6",23005,N
,inovaport6,"Inova\ LightLink\ Server\ Type\ 6",23005,N
,s102,"S102\ application",23272,N
,elxmgmt,"Emulex\ HBAnyware\ Remote\ Management",23333,N
,elxmgmt,"Emulex\ HBAnyware\ Remote\ Management",23333,N
,novar-dbase,"Novar\ Data",23400,N
,novar-dbase,"Novar\ Data",23400,N
,novar-alarm,"Novar\ Alarm",23401,N
,novar-alarm,"Novar\ Alarm",23401,N
,novar-global,"Novar\ Global",23402,N
,novar-global,"Novar\ Global",23402,N
,aequus,"Aequus\ Service",23456,N
,aequus-alt,"Aequus\ Service\ Mgmt",23457,N
,med-ltp,med\-ltp,24000,N
,med-ltp,med\-ltp,24000,N
,med-fsp-rx,med\-fsp\-rx,24001,N
,med-fsp-rx,med\-fsp\-rx,24001,N
,med-fsp-tx,med\-fsp\-tx,24002,N
,med-fsp-tx,med\-fsp\-tx,24002,N
,med-supp,med\-supp,24003,N
,med-supp,med\-supp,24003,N
,med-ovw,med\-ovw,24004,N
,med-ovw,med\-ovw,24004,N
,med-ci,med\-ci,24005,N
,med-ci,med\-ci,24005,N
,med-net-svc,med\-net\-svc,24006,N
,med-net-svc,med\-net\-svc,24006,N
,filesphere,fileSphere,24242,N
,filesphere,fileSphere,24242,N
,vista-4gl,"Vista\ 4GL",24249,N
,vista-4gl,"Vista\ 4GL",24249,N
,ild,"Isolv\ Local\ Directory",24321,N
,ild,"Isolv\ Local\ Directory",24321,N
,intel_rci,"Intel\ RCI",24386,N
,intel_rci,"Intel\ RCI",24386,N
,tonidods,"Tonido\ Domain\ Server",24465,N
,tonidods,"Tonido\ Domain\ Server",24465,N
,binkp,BINKP,24554,N
,binkp,BINKP,24554,N
,canditv,"Canditv\ Message\ Service",24676,N
,canditv,"Canditv\ Message\ Service",24676,N
,flashfiler,FlashFiler,24677,N
,flashfiler,FlashFiler,24677,N
,proactivate,"Turbopower\ Proactivate",24678,N
,proactivate,"Turbopower\ Proactivate",24678,N
,tcc-http,"TCC\ User\ HTTP\ Service",24680,N
,tcc-http,"TCC\ User\ HTTP\ Service",24680,N
,cslg,"Citrix\ StorageLink\ Gateway",24754,N
,find,"Find\ Identification\ of\ Network\ Devices",24922,N
,find,"Find\ Identification\ of\ Network\ Devices",24922,N
,icl-twobase1,icl\-twobase1,25000,N
,icl-twobase1,icl\-twobase1,25000,N
,icl-twobase2,icl\-twobase2,25001,N
,icl-twobase2,icl\-twobase2,25001,N
,icl-twobase3,icl\-twobase3,25002,N
,icl-twobase3,icl\-twobase3,25002,N
,icl-twobase4,icl\-twobase4,25003,N
,icl-twobase4,icl\-twobase4,25003,N
,icl-twobase5,icl\-twobase5,25004,N
,icl-twobase5,icl\-twobase5,25004,N
,icl-twobase6,icl\-twobase6,25005,N
,icl-twobase6,icl\-twobase6,25005,N
,icl-twobase7,icl\-twobase7,25006,N
,icl-twobase7,icl\-twobase7,25006,N
,icl-twobase8,icl\-twobase8,25007,N
,icl-twobase8,icl\-twobase8,25007,N
,icl-twobase9,icl\-twobase9,25008,N
,icl-twobase9,icl\-twobase9,25008,N
,icl-twobase10,icl\-twobase10,25009,N
,icl-twobase10,icl\-twobase10,25009,N
,vocaltec-hos,"Vocaltec\ Address\ Server",25793,N
,vocaltec-hos,"Vocaltec\ Address\ Server",25793,N
,tasp-net,"TASP\ Network\ Comm",25900,N
,tasp-net,"TASP\ Network\ Comm",25900,N
,niobserver,NIObserver,25901,N
,niobserver,NIObserver,25901,N
,nilinkanalyst,NILinkAnalyst,25902,N
,nilinkanalyst,NILinkAnalyst,25902,N
,niprobe,NIProbe,25903,N
,niprobe,NIProbe,25903,N
,quake,quake,26000,N
,quake,quake,26000,N
,scscp,"Symbolic\ Computation\ Software\ Composability\ Protocol",26133,N
,scscp,"Symbolic\ Computation\ Software\ Composability\ Protocol",26133,N
,wnn6-ds,wnn6\-ds,26208,N
,wnn6-ds,wnn6\-ds,26208,N
,ezproxy,eZproxy,26260,N
,ezproxy,eZproxy,26260,N
,ezmeeting,eZmeeting,26261,N
,ezmeeting,eZmeeting,26261,N
,k3software-svr,"K3\ Software\-Server",26262,N
,k3software-svr,"K3\ Software\-Server",26262,N
,k3software-cli,"K3\ Software\-Client",26263,N
,k3software-cli,"K3\ Software\-Client",26263,N
,exoline-tcp,EXOline\-TCP,26486,N
,exoline-udp,EXOline\-UDP,26486,N
,exoconfig,EXOconfig,26487,N
,exoconfig,EXOconfig,26487,N
,exonet,EXOnet,26489,N
,exonet,EXOnet,26489,N
,imagepump,ImagePump,27345,N
,imagepump,ImagePump,27345,N
,jesmsjc,"Job\ controller\ service",27442,N
,jesmsjc,"Job\ controller\ service",27442,N
,kopek-httphead,"Kopek\ HTTP\ Head\ Port",27504,N
,kopek-httphead,"Kopek\ HTTP\ Head\ Port",27504,N
,ars-vista,"ARS\ VISTA\ Application",27782,N
,ars-vista,"ARS\ VISTA\ Application",27782,N
,tw-auth-key,"TW\ AuthenticationKey\ Distribution\ and",27999,N
,tw-auth-key,"Attribute\ Certificate\ Services",27999,N
,nxlmd,"NX\ License\ Manager",28000,N
,nxlmd,"NX\ License\ Manager",28000,N
,pqsp,"PQ\ Service",28001,N
,siemensgsm,"Siemens\ GSM",28240,N
,siemensgsm,"Siemens\ GSM",28240,N
,otmp,"ObTools\ Message\ Protocol",29167,N
,otmp,"ObTools\ Message\ Protocol",29167,N
,pago-services1,"Pago\ Services\ 1",30001,N
,pago-services1,"Pago\ Services\ 1",30001,N
,pago-services2,"Pago\ Services\ 2",30002,N
,pago-services2,"Pago\ Services\ 2",30002,N
