,blp2,"Bloomberg\ feed",8195,N
,blp2,"Bloomberg\ feed",8195,N
,vvr-data,"VVR\ DATA",8199,N
,vvr-data,"VVR\ DATA",8199,N
,trivnet1,TRIVNET,8200,N
,trivnet1,TRIVNET,8200,N
,trivnet2,TRIVNET,8201,N
,trivnet2,TRIVNET,8201,N
,lm-perfworks,"LM\ Perfworks",8204,N
,lm-perfworks,"LM\ Perfworks",8204,N
,lm-instmgr,"LM\ Instmgr",8205,N
,lm-instmgr,"LM\ Instmgr",8205,N
,lm-dta,"LM\ Dta",8206,N
,lm-dta,"LM\ Dta",8206,N
,lm-sserver,"LM\ SServer",8207,N
,lm-sserver,"LM\ SServer",8207,N
,lm-webwatcher,"LM\ Webwatcher",8208,N
,lm-webwatcher,"LM\ Webwatcher",8208,N
,rexecj,"RexecJ\ Server",8230,N
,rexecj,"RexecJ\ Server",8230,N
,synapse-nhttps,"Synapse\ Non\ Blocking\ HTTPS",8243,N
,synapse-nhttps,"Synapse\ Non\ Blocking\ HTTPS",8243,N
,pando-sec,"Pando\ Media\ Controlled\ Distribution",8276,N
,pando-sec,"Pando\ Media\ Controlled\ Distribution",8276,N
,synapse-nhttp,"Synapse\ Non\ Blocking\ HTTP",8280,N
,synapse-nhttp,"Synapse\ Non\ Blocking\ HTTP",8280,N
,blp3,"Bloomberg\ professional",8292,N
,blp3,"Bloomberg\ professional",8292,N
,blp4,"Bloomberg\ intelligent\ client",8294,N
,blp4,"Bloomberg\ intelligent\ client",8294,N
,tmi,"Transport\ Management\ Interface",8300,N
,tmi,"Transport\ Management\ Interface",8300,N
,amberon,"Amberon\ PPCPPS",8301,N
,amberon,"Amberon\ PPCPPS",8301,N
,tnp-discover,"Thinium\ Network\ Protocol",8320,N
,tnp-discover,"Thinium\ Network\ Protocol",8320,N
,tnp,"Thinium\ Network\ Protocol",8321,N
,tnp,"Thinium\ Network\ Protocol",8321,N
,server-find,"Server\ Find",8351,N
,server-find,"Server\ Find",8351,N
,cruise-enum,"Cruise\ ENUM",8376,N
,cruise-enum,"Cruise\ ENUM",8376,N
,cruise-swroute,"Cruise\ SWROUTE",8377,N
,cruise-swroute,"Cruise\ SWROUTE",8377,N
,cruise-config,"Cruise\ CONFIG",8378,N
,cruise-config,"Cruise\ CONFIG",8378,N
,cruise-diags,"Cruise\ DIAGS",8379,N
,cruise-diags,"Cruise\ DIAGS",8379,N
,cruise-update,"Cruise\ UPDATE",8380,N
,cruise-update,"Cruise\ UPDATE",8380,N
,m2mservices,"M2m\ Services",8383,N
,m2mservices,"M2m\ Services",8383,N
,cvd,cvd,8400,N
,cvd,cvd,8400,N
,sabarsd,sabarsd,8401,N
,sabarsd,sabarsd,8401,N
,abarsd,abarsd,8402,N
,abarsd,abarsd,8402,N
,admind,admind,8403,N
,admind,admind,8403,N
,svcloud,"SuperVault\ Cloud",8404,N
,svbackup,"SuperVault\ Backup",8405,N
,espeech,"eSpeech\ Session\ Protocol",8416,N
,espeech,"eSpeech\ Session\ Protocol",8416,N
,espeech-rtp,"eSpeech\ RTP\ Protocol",8417,N
,espeech-rtp,"eSpeech\ RTP\ Protocol",8417,N
,cybro-a-bus,"CyBro\ A\-bus\ Protocol",8442,N
,cybro-a-bus,"CyBro\ A\-bus\ Protocol",8442,N
,pcsync-https,"PCsync\ HTTPS",8443,N
,pcsync-https,"PCsync\ HTTPS",8443,N
,pcsync-http,"PCsync\ HTTP",8444,N
,pcsync-http,"PCsync\ HTTP",8444,N
,npmp,npmp,8450,N
,npmp,npmp,8450,N
,cisco-avp,"Cisco\ Address\ Validation\ Protocol",8470,N
,pim-port,"PIM\ over\ Reliable\ Transport",8471,N
,otv,"Overlay\ Transport\ Virtualization\ OTV",8472,N
,otv,"Overlay\ Transport\ Virtualization\ OTV",8472,N
,vp2p,"Virtual\ Point\ to\ Point",8473,N
,vp2p,"Virtual\ Point\ to\ Point",8473,N
,noteshare,"AquaMinds\ NoteShare",8474,N
,noteshare,"AquaMinds\ NoteShare",8474,N
,fmtp,"Flight\ Message\ Transfer\ Protocol",8500,N
,fmtp,"Flight\ Message\ Transfer\ Protocol",8500,N
,rtsp-alt,"RTSP\ Alternate\ see\ port\ 554",8554,N
,rtsp-alt,"RTSP\ Alternate\ see\ port\ 554",8554,N
,d-fence,"SYMAX\ D\-FENCE",8555,N
,d-fence,"SYMAX\ D\-FENCE",8555,N
,oap-admin,"Object\ Access\ Protocol\ Administration",8567,N
,oap-admin,"Object\ Access\ Protocol\ Administration",8567,N
,asterix,"Surveillance\ Data",8600,N
,asterix,"Surveillance\ Data",8600,N
,canon-mfnp,"Canon\ MFNP\ Service",8610,N
,canon-mfnp,"Canon\ MFNP\ Service",8610,N
,canon-bjnp1,"Canon\ BJNP\ Port\ 1",8611,N
,canon-bjnp1,"Canon\ BJNP\ Port\ 1",8611,N
,canon-bjnp2,"Canon\ BJNP\ Port\ 2",8612,N
,canon-bjnp2,"Canon\ BJNP\ Port\ 2",8612,N
,canon-bjnp3,"Canon\ BJNP\ Port\ 3",8613,N
,canon-bjnp3,"Canon\ BJNP\ Port\ 3",8613,N
,canon-bjnp4,"Canon\ BJNP\ Port\ 4",8614,N
,canon-bjnp4,"Canon\ BJNP\ Port\ 4",8614,N
,sun-as-jmxrmi,"Sun\ App\ Server\ \-\ JMXRMI",8686,N
,sun-as-jmxrmi,"Sun\ App\ Server\ \-\ JMXRMI",8686,N
,vnyx,"VNYX\ Primary\ Port",8699,N
,vnyx,"VNYX\ Primary\ Port",8699,N
,dtp-net,"DASGIP\ Net\ Services",8732,N
,ibus,iBus,8733,N
,ibus,iBus,8733,N
,mc-appserver,MC\-APPSERVER,8763,N
,mc-appserver,MC\-APPSERVER,8763,N
,openqueue,OPENQUEUE,8764,N
,openqueue,OPENQUEUE,8764,N
,ultraseek-http,"Ultraseek\ HTTP",8765,N
,ultraseek-http,"Ultraseek\ HTTP",8765,N
,dpap,"Digital\ Photo\ Access\ Protocol",8770,N
,dpap,"Digital\ Photo\ Access\ Protocol",8770,N
,msgclnt,"Message\ Client",8786,N
,msgclnt,"Message\ Client",8786,N
,msgsrvr,"Message\ Server",8787,N
,msgsrvr,"Message\ Server",8787,N
,sunwebadmin,"Sun\ Web\ Server\ Admin\ Service",8800,N
,sunwebadmin,"Sun\ Web\ Server\ Admin\ Service",8800,N
,truecm,truecm,8804,N
,truecm,truecm,8804,N
,dxspider,"dxspider\ linking\ protocol",8873,N
,dxspider,"dxspider\ linking\ protocol",8873,N
,cddbp-alt,CDDBP,8880,N
,cddbp-alt,CDDBP,8880,N
,secure-mqtt,"Secure\ MQTT",8883,N
,secure-mqtt,"Secure\ MQTT",8883,N
,ddi-tcp-1,"NewsEDGE\ server\ TCP\ TCP\ 1",8888,N
,ddi-udp-1,"NewsEDGE\ server\ UDP\ UDP\ 1",8888,N
,ddi-tcp-2,"Desktop\ Data\ TCP\ 1",8889,N
,ddi-udp-2,"NewsEDGE\ server\ broadcast",8889,N
,ddi-tcp-3,"Desktop\ Data\ TCP\ 2",8890,N
,ddi-udp-3,"NewsEDGE\ client\ broadcast",8890,N
,ddi-tcp-4,"Desktop\ Data\ TCP\ 3\ NESS\ application",8891,N
,ddi-udp-4,"Desktop\ Data\ UDP\ 3\ NESS\ application",8891,N
,ddi-tcp-5,"Desktop\ Data\ TCP\ 4\ FARM\ product",8892,N
,ddi-udp-5,"Desktop\ Data\ UDP\ 4\ FARM\ product",8892,N
,ddi-tcp-6,"Desktop\ Data\ TCP\ 5\ NewsEDGEWeb\ application",8893,N
,ddi-udp-6,"Desktop\ Data\ UDP\ 5\ NewsEDGEWeb\ application",8893,N
,ddi-tcp-7,"Desktop\ Data\ TCP\ 6\ COAL\ application",8894,N
,ddi-udp-7,"Desktop\ Data\ UDP\ 6\ COAL\ application",8894,N
,ospf-lite,ospf\-lite,8899,N
,ospf-lite,ospf\-lite,8899,N
,jmb-cds1,"JMB\-CDS\ 1",8900,N
,jmb-cds1,"JMB\-CDS\ 1",8900,N
,jmb-cds2,"JMB\-CDS\ 2",8901,N
,jmb-cds2,"JMB\-CDS\ 2",8901,N
,manyone-http,manyone\-http,8910,N
,manyone-http,manyone\-http,8910,N
,manyone-xml,manyone\-xml,8911,N
,manyone-xml,manyone\-xml,8911,N
,wcbackup,"Windows\ Client\ Backup",8912,N
,wcbackup,"Windows\ Client\ Backup",8912,N
,dragonfly,"Dragonfly\ System\ Service",8913,N
,dragonfly,"Dragonfly\ System\ Service",8913,N
,twds,"Transaction\ Warehouse\ Data\ Service",8937,N
,cumulus-admin,"Cumulus\ Admin\ Port",8954,N
,cumulus-admin,"Cumulus\ Admin\ Port",8954,N
,sunwebadmins,"Sun\ Web\ Server\ SSL\ Admin\ Service",8989,N
,sunwebadmins,"Sun\ Web\ Server\ SSL\ Admin\ Service",8989,N
,http-wmap,"webmail\ HTTP\ service",8990,N
,http-wmap,"webmail\ HTTP\ service",8990,N
,https-wmap,"webmail\ HTTPS\ service",8991,N
,https-wmap,"webmail\ HTTPS\ service",8991,N
,bctp,"Brodos\ Crypto\ Trade\ Protocol",8999,N
,bctp,"Brodos\ Crypto\ Trade\ Protocol",8999,N
,cslistener,CSlistener,9000,N
,cslistener,CSlistener,9000,N
,etlservicemgr,"ETL\ Service\ Manager",9001,N
,etlservicemgr,"ETL\ Service\ Manager",9001,N
,dynamid,"DynamID\ authentication",9002,N
,dynamid,"DynamID\ authentication",9002,N
,ogs-client,"Open\ Grid\ Services\ Client",9007,N
,ogs-server,"Open\ Grid\ Services\ Server",9008,N
,pichat,"Pichat\ Server",9009,N
,pichat,"Pichat\ Server",9009,N
,sdr,"Secure\ Data\ Replicator\ Protocol",9010,N
,tambora,TAMBORA,9020,N
,tambora,TAMBORA,9020,N
,panagolin-ident,"Pangolin\ Identification",9021,N
,panagolin-ident,"Pangolin\ Identification",9021,N
,paragent,"PrivateArk\ Remote\ Agent",9022,N
,paragent,"PrivateArk\ Remote\ Agent",9022,N
,swa-1,"Secure\ Web\ Access\ \-\ 1",9023,N
,swa-1,"Secure\ Web\ Access\ \-\ 1",9023,N
,swa-2,"Secure\ Web\ Access\ \-\ 2",9024,N
,swa-2,"Secure\ Web\ Access\ \-\ 2",9024,N
,swa-3,"Secure\ Web\ Access\ \-\ 3",9025,N
,swa-3,"Secure\ Web\ Access\ \-\ 3",9025,N
,swa-4,"Secure\ Web\ Access\ \-\ 4",9026,N
,swa-4,"Secure\ Web\ Access\ \-\ 4",9026,N
,glrpc,"Groove\ GLRPC",9080,N
,glrpc,"Groove\ GLRPC",9080,N
,aurora,"IBM\ AURORA\ Performance\ Visualizer",9084,N
,aurora,"IBM\ AURORA\ Performance\ Visualizer",9084,N
,ibm-rsyscon,"IBM\ Remote\ System\ Console",9085,N
,ibm-rsyscon,"IBM\ Remote\ System\ Console",9085,N
,net2display,"Vesa\ Net2Display",9086,N
,net2display,"Vesa\ Net2Display",9086,N
,classic,"Classic\ Data\ Server",9087,N
,classic,"Classic\ Data\ Server",9087,N
,sqlexec,"IBM\ Informix\ SQL\ Interface",9088,N
,sqlexec,"IBM\ Informix\ SQL\ Interface",9088,N
,sqlexec-ssl,"IBM\ Informix\ SQL\ Interface\ \-\ Encrypted",9089,N
,sqlexec-ssl,"IBM\ Informix\ SQL\ Interface\ \-\ Encrypted",9089,N
,websm,WebSM,9090,N
,websm,WebSM,9090,N
,xmltec-xmlmail,xmltec\-xmlmail,9091,N
,xmltec-xmlmail,xmltec\-xmlmail,9091,N
,XmlIpcRegSvc,"Xml\-Ipc\ Server\ Reg",9092,N
,XmlIpcRegSvc,"Xml\-Ipc\ Server\ Reg",9092,N
,hp-pdl-datastr,"PDL\ Data\ Streaming\ Port",9100,N
,hp-pdl-datastr,"PDL\ Data\ Streaming\ Port",9100,N
,pdl-datastream,"Printer\ PDL\ Data\ Stream",9100,N
,pdl-datastream,"Printer\ PDL\ Data\ Stream",9100,N
,bacula-dir,"Bacula\ Director",9101,N
,bacula-dir,"Bacula\ Director",9101,N
,bacula-fd,"Bacula\ File\ Daemon",9102,N
,bacula-fd,"Bacula\ File\ Daemon",9102,N
,bacula-sd,"Bacula\ Storage\ Daemon",9103,N
,bacula-sd,"Bacula\ Storage\ Daemon",9103,N
,peerwire,PeerWire,9104,N
,peerwire,PeerWire,9104,N
,xadmin,"Xadmin\ Control\ Service",9105,N
,xadmin,"Xadmin\ Control\ Service",9105,N
,mxit,"MXit\ Instant\ Messaging",9119,N
,mxit,"MXit\ Instant\ Messaging",9119,N
,dddp,"Dynamic\ Device\ Discovery",9131,N
,dddp,"Dynamic\ Device\ Discovery",9131,N
,apani1,apani1,9160,N
,apani1,apani1,9160,N
,apani2,apani2,9161,N
,apani2,apani2,9161,N
,apani3,apani3,9162,N
,apani3,apani3,9162,N
,apani4,apani4,9163,N
,apani4,apani4,9163,N
,apani5,apani5,9164,N
,apani5,apani5,9164,N
,sun-as-jpda,"Sun\ AppSvr\ JPDA",9191,N
,sun-as-jpda,"Sun\ AppSvr\ JPDA",9191,N
,wap-wsp,"WAP\ connectionless\ session\ service",9200,N
,wap-wsp,"WAP\ connectionless\ session\ service",9200,N
,wap-wsp-wtp,"WAP\ session\ service",9201,N
,wap-wsp-wtp,"WAP\ session\ service",9201,N
,wap-wsp-s,"WAP\ secure\ connectionless\ session\ service",9202,N
,wap-wsp-s,"WAP\ secure\ connectionless\ session\ service",9202,N
,wap-wsp-wtp-s,"WAP\ secure\ session\ service",9203,N
,wap-wsp-wtp-s,"WAP\ secure\ session\ service",9203,N
,wap-vcard,"WAP\ vCard",9204,N
,wap-vcard,"WAP\ vCard",9204,N
,wap-vcal,"WAP\ vCal",9205,N
,wap-vcal,"WAP\ vCal",9205,N
,wap-vcard-s,"WAP\ vCard\ Secure",9206,N
,wap-vcard-s,"WAP\ vCard\ Secure",9206,N
,wap-vcal-s,"WAP\ vCal\ Secure",9207,N
,wap-vcal-s,"WAP\ vCal\ Secure",9207,N
,rjcdb-vcards,"rjcdb\ vCard",9208,N
,rjcdb-vcards,"rjcdb\ vCard",9208,N
,almobile-system,"ALMobile\ System\ Service",9209,N
,almobile-system,"ALMobile\ System\ Service",9209,N
,oma-mlp,"OMA\ Mobile\ Location\ Protocol",9210,N
,oma-mlp,"OMA\ Mobile\ Location\ Protocol",9210,N
,oma-mlp-s,"OMA\ Mobile\ Location\ Protocol\ Secure",9211,N
,oma-mlp-s,"OMA\ Mobile\ Location\ Protocol\ Secure",9211,N
,serverviewdbms,"Server\ View\ dbms\ access\ January\ 2005",9212,N
,serverviewdbms,"Server\ View\ dbms\ access\ January\ 2005",9212,N
,serverstart,"ServerStart\ RemoteControl\ August\ 2005",9213,N
,serverstart,"ServerStart\ RemoteControl\ August\ 2005",9213,N
,ipdcesgbs,"IPDC\ ESG\ BootstrapService",9214,N
,ipdcesgbs,"IPDC\ ESG\ BootstrapService",9214,N
,insis,"Integrated\ Setup\ and\ Install\ Service",9215,N
,insis,"Integrated\ Setup\ and\ Install\ Service",9215,N
,acme,"Aionex\ Communication\ Management\ Engine",9216,N
,acme,"Aionex\ Communication\ Management\ Engine",9216,N
,fsc-port,"FSC\ Communication\ Port",9217,N
,fsc-port,"FSC\ Communication\ Port",9217,N
,teamcoherence,"QSC\ Team\ Coherence",9222,N
,teamcoherence,"QSC\ Team\ Coherence",9222,N
,mon,"Manager\ On\ Network",9255,N
,mon,"Manager\ On\ Network",9255,N
,pegasus,"Pegasus\ GPS\ Platform",9278,N
,pegasus,"Pegasus\ GPS\ Platform",9278,N
,pegasus-ctl,"Pegaus\ GPS\ System\ Control\ Interface",9279,N
,pegasus-ctl,"Pegaus\ GPS\ System\ Control\ Interface",9279,N
,pgps,"Predicted\ GPS",9280,N
,pgps,"Predicted\ GPS",9280,N
,swtp-port1,"SofaWare\ transport\ port\ 1",9281,N
,swtp-port1,"SofaWare\ transport\ port\ 1",9281,N
,swtp-port2,"SofaWare\ transport\ port\ 2",9282,N
,swtp-port2,"SofaWare\ transport\ port\ 2",9282,N
,callwaveiam,CallWaveIAM,9283,N
,callwaveiam,CallWaveIAM,9283,N
,visd,"VERITAS\ Information\ Serve",9284,N
,visd,"VERITAS\ Information\ Serve",9284,N
,n2h2server,"N2H2\ Filter\ Service\ Port",9285,N
,n2h2server,"N2H2\ Filter\ Service\ Port",9285,N
,cumulus,Cumulus,9287,N
,cumulus,Cumulus,9287,N
,armtechdaemon,"ArmTech\ Daemon",9292,N
,armtechdaemon,"ArmTech\ Daemon",9292,N
,storview,"StorView\ Client",9293,N
,storview,"StorView\ Client",9293,N
,armcenterhttp,"ARMCenter\ http\ Service",9294,N
,armcenterhttp,"ARMCenter\ http\ Service",9294,N
,armcenterhttps,"ARMCenter\ https\ Service",9295,N
,armcenterhttps,"ARMCenter\ https\ Service",9295,N
,vrace,"Virtual\ Racing\ Service",9300,N
,vrace,"Virtual\ Racing\ Service",9300,N
,secure-ts,"PKIX\ TimeStamp\ over\ TLS",9318,N
,secure-ts,"PKIX\ TimeStamp\ over\ TLS",9318,N
,guibase,guibase,9321,N
,guibase,guibase,9321,N
,mpidcmgr,MpIdcMgr,9343,N
,mpidcmgr,MpIdcMgr,9343,N
,mphlpdmc,Mphlpdmc,9344,N
,mphlpdmc,Mphlpdmc,9344,N
,ctechlicensing,"C\ Tech\ Licensing",9346,N
,ctechlicensing,"C\ Tech\ Licensing",9346,N
,fjdmimgr,fjdmimgr,9374,N
,fjdmimgr,fjdmimgr,9374,N
,boxp,"Brivs\ Open\ Extensible\ Protocol",9380,N
,boxp,"Brivs\ Open\ Extensible\ Protocol",9380,N
,d2dconfig,"D2D\ Configuration\ Service",9387,N
,d2ddatatrans,"D2D\ Data\ Transfer\ Service",9388,N
,adws,"Active\ Directory\ Web\ Services",9389,N
,otp,"OpenVAS\ Transfer\ Protocol",9390,N
,fjinvmgr,fjinvmgr,9396,N
,fjinvmgr,fjinvmgr,9396,N
,mpidcagt,MpIdcAgt,9397,N
,mpidcagt,MpIdcAgt,9397,N
,sec-t4net-srv,"Samsung\ Twain\ for\ Network\ Server",9400,N
,sec-t4net-srv,"Samsung\ Twain\ for\ Network\ Server",9400,N
,sec-t4net-clt,"Samsung\ Twain\ for\ Network\ Client",9401,N
,sec-t4net-clt,"Samsung\ Twain\ for\ Network\ Client",9401,N
,sec-pc2fax-srv,"Samsung\ PC2FAX\ for\ Network\ Server",9402,N
,sec-pc2fax-srv,"Samsung\ PC2FAX\ for\ Network\ Server",9402,N
,git,"git\ pack\ transfer\ service",9418,N
,git,"git\ pack\ transfer\ service",9418,N
,tungsten-https,"WSO2\ Tungsten\ HTTPS",9443,N
,tungsten-https,"WSO2\ Tungsten\ HTTPS",9443,N
,wso2esb-console,"WSO2\ ESB\ Administration\ Console\ HTTPS",9444,N
,wso2esb-console,"WSO2\ ESB\ Administration\ Console\ HTTPS",9444,N
,sntlkeyssrvr,"Sentinel\ Keys\ Server",9450,N
,sntlkeyssrvr,"Sentinel\ Keys\ Server",9450,N
,ismserver,ismserver,9500,N
,ismserver,ismserver,9500,N
,mngsuite,"Management\ Suite\ Remote\ Control",9535,N
,mngsuite,"Management\ Suite\ Remote\ Control",9535,N
,laes-bf,"Surveillance\ buffering\ function",9536,N
,laes-bf,"Surveillance\ buffering\ function",9536,N
,trispen-sra,"Trispen\ Secure\ Remote\ Access",9555,N
,trispen-sra,"Trispen\ Secure\ Remote\ Access",9555,N
,ldgateway,"LANDesk\ Gateway",9592,N
,ldgateway,"LANDesk\ Gateway",9592,N
,cba8,"LANDesk\ Management\ Agent",9593,N
,cba8,"LANDesk\ Management\ Agent",9593,N
,msgsys,"Message\ System",9594,N
,msgsys,"Message\ System",9594,N
,pds,"Ping\ Discovery\ Service",9595,N
,pds,"Ping\ Discovery\ Service",9595,N
,mercury-disc,"Mercury\ Discovery",9596,N
,mercury-disc,"Mercury\ Discovery",9596,N
,pd-admin,"PD\ Administration",9597,N
,pd-admin,"PD\ Administration",9597,N
,vscp,"Very\ Simple\ Ctrl\ Protocol",9598,N
,vscp,"Very\ Simple\ Ctrl\ Protocol",9598,N
,robix,Robix,9599,N
,robix,Robix,9599,N
,micromuse-ncpw,MICROMUSE\-NCPW,9600,N
,micromuse-ncpw,MICROMUSE\-NCPW,9600,N
,streamcomm-ds,"StreamComm\ User\ Directory",9612,N
,streamcomm-ds,"StreamComm\ User\ Directory",9612,N
,iadt-tls,"iADT\ Protocol\ over\ TLS",9614,N
,erunbook_agent,"eRunbook\ Agent",9616,N
,erunbook_server,"eRunbook\ Server",9617,N
,condor,"Condor\ Collector\ Service",9618,N
,condor,"Condor\ Collector\ Service",9618,N
,odbcpathway,"ODBC\ Pathway\ Service",9628,N
,odbcpathway,"ODBC\ Pathway\ Service",9628,N
,uniport,"UniPort\ SSO\ Controller",9629,N
,uniport,"UniPort\ SSO\ Controller",9629,N
,peoctlr,"Peovica\ Controller",9630,N
,peocoll,"Peovica\ Collector",9631,N
,mc-comm,"Mobile\-C\ Communications",9632,N
,xmms2,"Cross\-platform\ Music\ Multiplexing\ System",9667,N
,xmms2,"Cross\-platform\ Music\ Multiplexing\ System",9667,N
,tec5-sdctp,"tec5\ Spectral\ Device\ Control\ Protocol",9668,N
,tec5-sdctp,"tec5\ Spectral\ Device\ Control\ Protocol",9668,N
,client-wakeup,"T\-Mobile\ Client\ Wakeup\ Message",9694,N
,client-wakeup,"T\-Mobile\ Client\ Wakeup\ Message",9694,N
,ccnx,"Content\ Centric\ Networking",9695,N
,ccnx,"Content\ Centric\ Networking",9695,N
,board-roar,"Board\ MIT\ Service",9700,N
,board-roar,"Board\ MIT\ Service",9700,N
,l5nas-parchan,"L5NAS\ Parallel\ Channel",9747,N
,l5nas-parchan,"L5NAS\ Parallel\ Channel",9747,N
,board-voip,"Board\ MIT\ Synchronous\ Collaboration",9750,N
,board-voip,"Board\ MIT\ Synchronous\ Collaboration",9750,N
,rasadv,rasadv,9753,N
,rasadv,rasadv,9753,N
,tungsten-http,"WSO2\ Tungsten\ HTTP",9762,N
,tungsten-http,"WSO2\ Tungsten\ HTTP",9762,N
,davsrc,"WebDav\ Source\ Port",9800,N
,davsrc,"WebDav\ Source\ Port",9800,N
,sstp-2,"Sakura\ Script\ Transfer\ Protocol\-2",9801,N
,sstp-2,"Sakura\ Script\ Transfer\ Protocol\-2",9801,N
,davsrcs,"WebDAV\ Source\ TLSSSL",9802,N
,davsrcs,"WebDAV\ Source\ TLSSSL",9802,N
,sapv1,"Session\ Announcement\ v1",9875,N
,sapv1,"Session\ Announcement\ v1",9875,N
,sd,"Session\ Director",9876,N
,sd,"Session\ Director",9876,N
,cyborg-systems,"CYBORG\ Systems",9888,N
,cyborg-systems,"CYBORG\ Systems",9888,N
,monkeycom,MonkeyCom,9898,N
,monkeycom,MonkeyCom,9898,N
,sctp-tunneling,"SCTP\ TUNNELING",9899,N
,sctp-tunneling,"SCTP\ TUNNELING",9899,N
,iua,IUA,9900,N
,iua,IUA,9900,N
,enrp,"enrp\ server\ channel",9901,N
,domaintime,domaintime,9909,N
,domaintime,domaintime,9909,N
,sype-transport,"SYPECom\ Transport\ Protocol",9911,N
,sype-transport,"SYPECom\ Transport\ Protocol",9911,N
,apc-9950,"APC\ 9950",9950,N
,apc-9950,"APC\ 9950",9950,N
,apc-9951,"APC\ 9951",9951,N
,apc-9951,"APC\ 9951",9951,N
,apc-9952,"APC\ 9952",9952,N
,apc-9952,"APC\ 9952",9952,N
,acis,9953,9953,N
,acis,9953,9953,N
,odnsp,"OKI\ Data\ Network\ Setting\ Protocol",9966,N
,odnsp,"OKI\ Data\ Network\ Setting\ Protocol",9966,N
,dsm-scm-target,"DSMSCM\ Target\ Interface",9987,N
,dsm-scm-target,"DSMSCM\ Target\ Interface",9987,N
,nsesrvr,"Software\ Essentials\ Secure\ HTTP\ server",9988,N
,osm-appsrvr,"OSM\ Applet\ Server",9990,N
,osm-appsrvr,"OSM\ Applet\ Server",9990,N
,osm-oev,"OSM\ Event\ Server",9991,N
,osm-oev,"OSM\ Event\ Server",9991,N
,palace-1,OnLive\-1,9992,N
,palace-1,OnLive\-1,9992,N
,palace-2,OnLive\-2,9993,N
,palace-2,OnLive\-2,9993,N
,palace-3,OnLive\-3,9994,N
,palace-3,OnLive\-3,9994,N
,palace-4,Palace\-4,9995,N
,palace-4,Palace\-4,9995,N
,palace-5,Palace\-5,9996,N
,palace-5,Palace\-5,9996,N
,palace-6,Palace\-6,9997,N
,palace-6,Palace\-6,9997,N
,distinct32,Distinct32,9998,N
,distinct32,Distinct32,9998,N
,distinct,distinct,9999,N
,distinct,distinct,9999,N
,ndmp,"Network\ Data\ Management\ Protocol",10000,N
,ndmp,"Network\ Data\ Management\ Protocol",10000,N
,scp-config,"SCP\ Configuration\ Port",10001,N
,scp-config,"SCP\ Configuration\ Port",10001,N
,documentum,"EMC\-Documentum\ Content\ Server\ Product",10002,N
,documentum,"EMC\-Documentum\ Content\ Server\ Product",10002,N
,documentum_s,"EMC\-Documentum\ Content\ Server\ Product",10003,N
,documentum_s,"EMC\-Documentum\ Content\ Server\ Product",10003,N
,emcrmirccd,"EMC\ Replication\ Manager\ Client",10004,N
,emcrmird,"EMC\ Replication\ Manager\ Server",10005,N
,mvs-capacity,"MVS\ Capacity",10007,N
,mvs-capacity,"MVS\ Capacity",10007,N
,octopus,"Octopus\ Multiplexer",10008,N
,octopus,"Octopus\ Multiplexer",10008,N
,swdtp-sv,"Systemwalker\ Desktop\ Patrol",10009,N
,swdtp-sv,"Systemwalker\ Desktop\ Patrol",10009,N
,rxapi,"ooRexx\ rxapi\ services",10010,N
,zabbix-agent,"Zabbix\ Agent",10050,N
,zabbix-agent,"Zabbix\ Agent",10050,N
,zabbix-trapper,"Zabbix\ Trapper",10051,N
,zabbix-trapper,"Zabbix\ Trapper",10051,N
,amanda,Amanda,10080,N
,amanda,Amanda,10080,N
,famdc,"FAM\ Archive\ Server",10081,N
,famdc,"FAM\ Archive\ Server",10081,N
,itap-ddtp,"VERITAS\ ITAP\ DDTP",10100,N
,itap-ddtp,"VERITAS\ ITAP\ DDTP",10100,N
,ezmeeting-2,eZmeeting,10101,N
,ezmeeting-2,eZmeeting,10101,N
,ezproxy-2,eZproxy,10102,N
,ezproxy-2,eZproxy,10102,N
,ezrelay,eZrelay,10103,N
,ezrelay,eZrelay,10103,N
,swdtp,"Systemwalker\ Desktop\ Patrol",10104,N
,swdtp,"Systemwalker\ Desktop\ Patrol",10104,N
,bctp-server,"VERITAS\ BCTP\ server",10107,N
,bctp-server,"VERITAS\ BCTP\ server",10107,N
,nmea-0183,"NMEA\-0183\ Navigational\ Data",10110,N
,nmea-0183,"NMEA\-0183\ Navigational\ Data",10110,N
,netiq-endpoint,"NetIQ\ Endpoint",10113,N
,netiq-endpoint,"NetIQ\ Endpoint",10113,N
,netiq-qcheck,"NetIQ\ Qcheck",10114,N
,netiq-qcheck,"NetIQ\ Qcheck",10114,N
,netiq-endpt,"NetIQ\ Endpoint",10115,N
,netiq-endpt,"NetIQ\ Endpoint",10115,N
,netiq-voipa,"NetIQ\ VoIP\ Assessor",10116,N
,netiq-voipa,"NetIQ\ VoIP\ Assessor",10116,N
,bmc-perf-sd,"BMC\-PERFORM\-SERVICE\ DAEMON",10128,N
,bmc-perf-sd,"BMC\-PERFORM\-SERVICE\ DAEMON",10128,N
,bmc-gms,"BMC\ General\ Manager\ Server",10129,N
,qb-db-server,"QB\ Database\ Server",10160,N
,qb-db-server,"QB\ Database\ Server",10160,N
,trisoap,"Trigence\ AE\ Soap\ Service",10200,N
,trisoap,"Trigence\ AE\ Soap\ Service",10200,N
,rsms,"Remote\ Server\ Management\ Service",10201,N
,rscs,"Remote\ Server\ Control\ and\ Test\ Service",10201,N
